SYS_ID	FKS_META_T	SHORT_DSC	LGC_ID	INACTV_IND	CATEGORY_ID	OTHER_CD	LONG_DSC
6440	INTVRSNC	General Neglect - Pos Tox Child	0045	N	 	 	General Neglect-Child born with positive toxicology screen for drugs/alcohol.
6441	INTVRSNC	Caretaker Absence/Incap - Pos Tox Child	0046	N	 	 	Caretaker Absence/Incapacity-Child born with positive toxicology screen for drugs/alcohol.
1244	JDCL_TLC	Commissioner	0001	N	 	 	 
1245	JDCL_TLC	Judge	0002	N	 	 	 
1246	JDCL_TLC	Pro Tem	0003	N	 	 	 
1247	JDCL_TLC	Referee	0004	N	 	 	 
1274	LANG_TPC	Spanish	01	N	 	 	 
1265	LANG_TPC	Other Chinese	02	N	 	 	 
1260	LANG_TPC	Japanese	03	N	 	 	 
1261	LANG_TPC	Korean	04	N	 	 	 
1275	LANG_TPC	Tagalog	05	N	 	 	 
1253	LANG_TPC	English	07	N	 	 	 
1248	LANG_TPC	American Sign Language	13	N	 	 	 
1249	LANG_TPC	Arabic	14	N	 	 	 
1250	LANG_TPC	Armenian	15	N	 	 	 
1251	LANG_TPC	Cambodian	19	N	 	 	 
1255	LANG_TPC	French	28	N	 	 	 
1267	LANG_TPC	German	29	N	 	 	 
1256	LANG_TPC	Hebrew	33	N	 	 	 
1257	LANG_TPC	Hmong	35	N	 	 	 
1254	LANG_TPC	Farsi	41	N	 	 	 
1259	LANG_TPC	Italian	42	N	 	 	 
1262	LANG_TPC	Lao	43	N	 	 	 
3198	LANG_TPC	Filipino	49	Y	 	 	 
1269	LANG_TPC	Polish	50	N	 	 	 
1270	LANG_TPC	Portuguese	51	N	 	 	 
1271	LANG_TPC	Russian	54	N	 	 	 
1272	LANG_TPC	Samoan	55	N	 	 	 
1276	LANG_TPC	Thai	65	N	 	 	 
1277	LANG_TPC	Turkish	67	N	 	 	 
1278	LANG_TPC	Vietnamese	69	N	 	 	 
1252	LANG_TPC	Cantonese	74	N	 	 	 
1263	LANG_TPC	Mandarin	75	N	 	 	 
1264	LANG_TPC	Mien	76	N	 	 	 
1258	LANG_TPC	Ilacano	77	N	 	 	 
1273	LANG_TPC	Sign Language (Not ASL)	78	N	 	 	 
1266	LANG_TPC	Other Non-English	99	N	 	 	 
1268	LANG_TPC	Hawaiian	99	N	 	 	 
3199	LANG_TPC	Indochinese	99	N	 	 	 
3200	LANG_TPC	Romanian	99	N	 	 	 
1280	LIC_BSNC	Individual	A	N	 	 	 
1281	LIC_BSNC	Partnership	B	N	 	 	 
1283	LIC_BSNC	Private Non Profit	C	N	 	 	 
1282	LIC_BSNC	Private for Profit	D	N	 	 	 
1279	LIC_BSNC	County Owned	E	N	 	 	 
1284	LIC_BSNC	Public Agency Not	F	N	 	 	 
5979	LIC_BSNC	Limited Liability Corporation	G	N	 	 	 
6079	LIC_CNTY	Alameda	01	N	 	01	 
6080	LIC_CNTY	Butte	04	N	 	04	 
6081	LIC_CNTY	Contra Costa	07	N	 	07	 
6082	LIC_CNTY	Del Norte	08	N	 	08	 
6083	LIC_CNTY	El Dorado	09	N	 	09	 
6084	LIC_CNTY	Fresno	10	N	 	10	 
6085	LIC_CNTY	Glenn	11	N	 	11	 
6086	LIC_CNTY	Imperial	13	N	 	13	 
6087	LIC_CNTY	Inyo	14	N	 	14	 
6088	LIC_CNTY	Kern	15	N	 	15	 
6089	LIC_CNTY	Kings	16	N	 	16	 
6090	LIC_CNTY	Marin	21	N	 	21	 
6091	LIC_CNTY	Mariposa	22	N	 	22	 
6092	LIC_CNTY	Mendocino	23	N	 	23	 
6093	LIC_CNTY	Merced	24	N	 	24	 
6094	LIC_CNTY	Monterey	27	N	 	27	 
6095	LIC_CNTY	Napa	28	N	 	28	 
6096	LIC_CNTY	Orange	30	N	 	30	 
6097	LIC_CNTY	Placer	31	N	 	31	 
6098	LIC_CNTY	Sacramento	34	N	 	34	 
6099	LIC_CNTY	San Benito	35	N	 	35	 
6100	LIC_CNTY	San Bernardino	36	N	 	36	 
6101	LIC_CNTY	San Diego	37	N	 	37	 
6102	LIC_CNTY	San Francisco	38	N	 	38	 
6103	LIC_CNTY	San Joaquin	39	N	 	39	 
6104	LIC_CNTY	San Luis Obispo	40	N	 	40	 
6105	LIC_CNTY	San Mateo	41	N	 	41	 
6106	LIC_CNTY	Santa Barbara	42	N	 	42	 
6107	LIC_CNTY	Santa Clara	43	N	 	43	 
6108	LIC_CNTY	Santa Cruz	44	N	 	44	 
6109	LIC_CNTY	Shasta	45	N	 	45	 
6110	LIC_CNTY	Solano	48	N	 	48	 
6111	LIC_CNTY	Sonoma	49	N	 	49	 
6112	LIC_CNTY	Stanislaus	50	N	 	50	 
6113	LIC_CNTY	Sutter	51	N	 	51	 
6114	LIC_CNTY	Tehama	52	N	 	52	 
6115	LIC_CNTY	Trinity	53	N	 	53	 
6116	LIC_CNTY	Tulare	54	N	 	54	 
6117	LIC_CNTY	Tuolumne	55	N	 	55	 
6118	LIC_CNTY	Ventura	56	N	 	56	 
6119	LIC_CNTY	Yolo	57	N	 	57	 
6120	LIC_CNTY	Yuba	58	N	 	58	 
1285	LIC_STC	Unlicensed	0001	N	 	05	 
1286	LIC_STC	Pending	0002	N	 	06	 
1287	LIC_STC	Licensed	0003	N	 	01	 
1288	LIC_STC	Provisional License	0004	N	 	01	 
1289	LIC_STC	Probationary License	0005	N	 	01	 
1290	LIC_STC	Licensed Pendng Incr in Capacty/Toddlers	0006	N	 	06	 
1293	LIC_STC	Licensee initiated closure	0009	N	 	09	 
1294	LIC_STC	Revoked	0010	N	 	10	 
1295	LIC_STC	Unlicensed Facility Closure	0011	N	 	11	 
1297	LIC_STC	Suspended	0013	N	 	12	 
3201	LICI_TPC	01 - Physical Abuse/Corporal Punishment	0001	N	 	 	 
3202	LICI_TPC	02 - Sexual Abuse	0002	N	 	 	 
3203	LICI_TPC	03 - Personal Rights	0003	N	 	 	 
3204	LICI_TPC	04 - Unlicensed Care	0004	N	 	 	 
3205	LICI_TPC	05 - Fire Clearance	0005	N	 	 	 
3206	LICI_TPC	06 - Crimes	0006	N	 	 	 
3207	LICI_TPC	07 - Physical Plant	0007	N	 	 	 
3208	LICI_TPC	08 - Record Keeping	0008	N	 	 	 
3209	LICI_TPC	09 - License	0009	N	 	 	 
3210	LICI_TPC	10 - Neglect/Lack of Supervision	0010	N	 	 	 
3211	LICI_TPC	11 - Food Service	0011	N	 	 	 
3212	LICI_TPC	12 - False Statements	0012	N	 	 	 
3213	LICI_TPC	13 - Medication	0013	N	 	 	 
3214	LICI_TPC	14 - Financial Abuse	0014	N	 	 	 
3215	LICI_TPC	15 - Level of Care	0015	N	 	 	 
3216	LICI_TPC	16 - Qualifications	0016	N	 	 	 
3217	LICI_TPC	17 - Financial Issues	0017	N	 	 	 
3218	LICI_TPC	18 - Questionable Death	0018	N	 	 	 
3219	LICI_TPC	19 - Other	0019	N	 	 	 
6464	LLC_STC	Denied/Declined	0001	N	 	 	 
6465	LLC_STC	Established	0002	N	 	 	 
6466	LLC_STC	Not located	0003	N	 	 	 
6467	LLC_STC	Potential	0004	N	 	 	 
6468	LLC_STC	Searching	0005	N	 	 	 
1298	LVL_ATHC	County Administration	0001	N	 	 	 
1299	LVL_ATHC	Office Administration	0002	N	 	 	 
1300	LVL_ATHC	State Administration	0003	N	 	 	 
1301	LVL_ATHC	User	0004	N	 	 	 
2201	LVL_ATHC	Global Administration	0005	N	 	 	 
6444	MAX_STOR	Case maximum storage in transactions	9999	N	 	 	90-6373,6374
6858	MAX_STOR	Referral maximum storage in transactions	9999	N	 	 	90-6373,6374
6859	MAX_STOR	Case Plan max storage in transactions	9999	N	 	 	90-6373,6374
6860	MAX_STOR	Placement max storage in transactions	9999	N	 	 	90-6373,6374
6861	MAX_STOR	Hearing maximum storage in transactions	9999	N	 	 	90-6373,6374
6862	MAX_STOR	Client maximum storage in transactions	9999	N	 	 	90-6373,6374
5741	MEDTYP_C	Other	0001	N	 	 	 
5742	MEDTYP_C	Chlamydia	0002	N	 	 	 
5743	MEDTYP_C	GC	0003	N	 	 	 
5744	MEDTYP_C	Hematocrit	0004	N	 	 	 
5745	MEDTYP_C	Hemoglobin	0005	N	 	 	 
5746	MEDTYP_C	Lead Level	0006	N	 	 	 
5747	MEDTYP_C	pap	0007	N	 	 	 
5748	MEDTYP_C	ppd	0008	N	 	 	 
5749	MEDTYP_C	Pregnancy	0009	N	 	 	 
5750	MEDTYP_C	Sickle cell	0010	N	 	 	 
1302	MRG_TRMC	Annulment	0001	N	 	 	 
1303	MRG_TRMC	Cohabitation Ended	0002	N	 	 	 
1304	MRG_TRMC	Death	0003	N	 	 	 
1305	MRG_TRMC	Dissolution/Divorce	0004	N	 	 	 
1306	MRTL_STC	Divorced	0001	N	 	 	 
1307	MRTL_STC	Legally Separated	0002	N	 	 	 
1308	MRTL_STC	Married	0003	N	 	 	 
1309	MRTL_STC	Never Married	0004	N	 	 	 
1310	MRTL_STC	Widowed	0005	N	 	 	 
1311	NAME_TPC	AKA	0001	N	 	 	 
1312	NAME_TPC	Doe	0002	N	 	 	 
1313	NAME_TPC	Legal	0003	N	 	 	 
1314	NAME_TPC	Maiden	0004	N	 	 	 
2196	NCWSNO_T	STATE-ID	0001	N	 	 	 
6362	NFC_FCLC	Assessment Center	100	N	 	 	NF/AsmntCtr
6363	NFC_FCLC	Drug Rehabilitation Facility	150	N	 	 	NF/DrgRehab
6364	NFC_FCLC	Juvenile Camp/Ranch	200	N	 	 	NF/JuvCmp/Rnch
6365	NFC_FCLC	Juvenile Hall	250	N	 	 	NF/JuvHall
6366	NFC_FCLC	Medical Facility	300	N	 	 	NF/MedFac
6367	NFC_FCLC	Psychiatric Facility	350	N	 	 	NF/PsycFac
6368	NFC_FCLC	Regional Center	400	N	 	 	NF/RgnlCtr
6369	NFC_FCLC	Runaway Shelter	450	N	 	 	NF/RunShel
6370	NFC_FCLC	School Housing (Dormitory)	500	N	 	 	NF/SchlDorm
6371	NFC_FCLC	Other	550	N	 	 	NF/Other
5501	NFC_TRMC	Child Committed to State Hospital	0001	N	 	 	 
5502	NFC_TRMC	Child Ran Away	0002	N	 	 	 
5503	NFC_TRMC	Placed in Foster Care	0003	N	 	 	 
5504	NFC_TRMC	Other	0004	N	 	 	 
6312	NFC_TRMC	Child Adjudged 601/602	0007	N	 	 	 
6534	NFC_TRMC	Tribal Customary Adoption	0019	N	 	 	 
6807	NFC_TRMC	NMD Moved to Unapproved Placement	0020	N	 	 	 
6808	NFC_TRMC	Incarcerated	0021	N	 	 	 
6809	NFC_TRMC	Moved to Another NFC Placement	0022	N	 	 	 
6810	NFC_TRMC	Moved to SILP	0023	N	 	 	 
6811	NFC_TRMC	Moved to THPP/THP+FC	0024	N	 	 	 
6518	NTF_RSPC	Interested in Contact	0001	N	 	 	 
6519	NTF_RSPC	Interested in Permanent Placement	0002	N	 	 	 
6520	NTF_RSPC	Interested in Placement	0003	N	 	 	 
6521	NTF_RSPC	Interested in Supporting Case Plan	0004	N	 	 	 
6522	NTF_RSPC	No Response	0005	N	 	 	 
6523	NTF_RSPC	Not Interested	0006	N	 	 	 
6524	NTF_RSPC	Undecided	0007	N	 	 	 
6512	NTF_XCPC	E-mail	10	N	 	 	 
6513	NTF_XCPC	Fax	20	N	 	 	 
6514	NTF_XCPC	In-Person	30	N	 	 	 
6515	NTF_XCPC	Mail	40	N	 	 	 
6517	NTF_XCPC	Phone	50	N	 	 	 
6516	NTF_XCPC	No Notice: Domestic/Family Violence Hist	60	N	 	 	 
1315	OCRN_EXC	Child Contacted by Another Agency	0001	N	 	 	Chld contacted mnthly by another CWS services staff or professional providng case plan services and there is documntd agreemnt to provide reports to social wrkr
1316	OCRN_EXC	Child Placed With Legal Guardian	0002	N	 	 	Child is placed with legal guardian and dependency is dismissed.
1317	OCRN_EXC	Child Placed With Relative	0003	N	 	 	Child is placed with a relative.
1318	OCRN_EXC	Child Placed Out of State	0004	N	 	 	Supervision is provided by another state per an ICPC agreement.
1319	OCRN_EXC	Child Receiving FR Services/Stable	0005	N	 	 	Child recvs FR services, has been in stable placemnt 1 year,has no serious emotionl problms,attends school/is working towards a ILP,there is supervisory approvl
1320	OCRN_EXC	Child Receiving PP Srvcs in Grp Home	0006	Y	 	 	Child is receiving Permanent Planning services and is placed in a group home.
1321	OCRN_EXC	Child Receiving PP Services/Stable	0007	N	 	 	Child recvs PP servics,has been in stable placemnt 6 mnths,has no serious emotionl problms,attends school/is working towards an ILP,there is supervisory approvl
1322	OCRN_EXC	Child Under 2 Yrs of Age	0008	N	 	 	Child is under 2 years of age and less frequent contact would facilitate reunification by permitting more frequent social worker/parent contact.
1323	OCRN_EXC	Child's Whereabouts Unknown	0009	N	 	 	Documentation is in the case record each 30 days that the child's whereabouts remain unknown.
1324	OCRN_EXC	Parent Incarceratd/Lives Out of Cnty	0010	N	 	 	Parent is incarcerated or resides out of county and contacts will be written or by telephone on a monthly basis instead of face-to-face.
1325	OCRN_EXC	Parents Whereabouts Unknown	0011	N	 	 	Parents' whereabouts are unknown.
1326	OCRN_EXC	Voluntary Placement/Parent Visits	0012	N	 	 	Child is placed voluntarily and the parent is making visits at least monthly.
6283	OGVR_ENT	Out of State	01	N	 	 	 
3063	ORD_TYPC	360 (b) FM/Child Not Declared	0050	N	 	01	 
1350	ORD_TYPC	361.5 FR Services Not Ordered	0100	N	 	 	 
5892	ORD_TYPC	366.26 Hearing & Assessment Ordered	0125	N	 	 	 
1364	ORD_TYPC	All Prior Orders Remain in Effect	0150	N	 	01	 
1367	ORD_TYPC	Bench Warrant Issued	0200	N	 	01	 
1368	ORD_TYPC	Bench Warrant Recalled	0250	N	 	01	 
1339	ORD_TYPC	Confidential Placement Ordered	0300	N	 	01	 
5856	ORD_TYPC	Dependency Continued	0350	N	 	 	 
1342	ORD_TYPC	Dependency Declared	0400	N	 	01	 
1363	ORD_TYPC	Dependency Reinstated	0450	N	 	01	 
5857	ORD_TYPC	Dependency Terminated	0500	N	 	 	 
5862	ORD_TYPC	Detained - Placement Failure	0550	N	 	01	 
5858	ORD_TYPC	Detained from Father	0600	N	 	01	 
5859	ORD_TYPC	Detained from Mother	0650	N	 	01	 
5860	ORD_TYPC	Detained from Parents/Legal Guardians	0700	N	 	01	 
5861	ORD_TYPC	Detained With Non-Custodial Parent	0750	N	 	01	 
1338	ORD_TYPC	Detention Ordered - In Home	0800	Y	 	01	 
1337	ORD_TYPC	Detention Ordered - Out of Home	0850	Y	 	01	 
5863	ORD_TYPC	Disclosure of Child's Address Ordered	0900	N	 	01	 
5864	ORD_TYPC	FM Services Continued - 1st Review	0950	N	 	 	 
5865	ORD_TYPC	FM Services Continued - Subsequent Rev.	1000	N	 	 	 
1345	ORD_TYPC	FM Services Ordered	1050	N	 	 	 
1358	ORD_TYPC	Guardianship Established - 366.26	1100	N	 	01	 
5866	ORD_TYPC	FR Services Continued	1100	N	 	 	 
1347	ORD_TYPC	FR Services Ordered	1150	N	 	 	 
1351	ORD_TYPC	FR Services Terminated	1200	N	 	 	 
1360	ORD_TYPC	Guardianship Terminated	1200	N	 	01	 
1341	ORD_TYPC	Guardianship Established - 360 (a)	1250	N	 	01	 
1343	ORD_TYPC	Inter-County Transfer In Accepted	1250	N	 	01	 
1344	ORD_TYPC	Inter-County Transfer Out Ordered	1300	N	 	01	 
1362	ORD_TYPC	Jurisdiction Terminated	1350	N	 	 	 
5868	ORD_TYPC	Legal Auth. for Plcmt. Ordered - Cont.	1400	N	 	 	 
5867	ORD_TYPC	Legal Auth. for Plcmt. Ordered - Initial	1450	N	 	01	 
1369	ORD_TYPC	Other Court Order	1500	N	 	01	 
5870	ORD_TYPC	Parental Rights Term. - Alleged Father	1550	N	 	 	 
5869	ORD_TYPC	Parental Rights Term. - Alleged Mother	1600	N	 	 	 
1357	ORD_TYPC	Parental Rights Term. - Alleged Parents	1650	Y	 	 	 
5871	ORD_TYPC	Parental Rights Term. - Legal Father	1700	N	 	 	 
1355	ORD_TYPC	Parental Rights Term. - Mother	1750	N	 	 	 
1356	ORD_TYPC	Parental Rights Term. - Presumed Father	1800	N	 	 	 
1340	ORD_TYPC	Petition Dismissed	1850	N	 	01	 
5874	ORD_TYPC	Placement Ord. With Parent/Legal Guard.	1900	N	 	01	 
1346	ORD_TYPC	Placement Ordered - In Home	1950	Y	 	01	 
1348	ORD_TYPC	Placement Ordered - Out of Home	2000	N	 	01	 
5872	ORD_TYPC	Placement Ordered With Father	2050	N	 	01	 
5873	ORD_TYPC	Placement Ordered With Mother	2100	N	 	01	 
1352	ORD_TYPC	PP Ordered - Adoption	2150	N	 	 	 
1353	ORD_TYPC	PP Ordered - Legal Guardianship	2200	N	 	 	 
5875	ORD_TYPC	PP Ordered - LTFC Continued	2250	N	 	 	 
1359	ORD_TYPC	PP Ordered - LTFC Initial	2300	N	 	 	 
1354	ORD_TYPC	PP Services Ordered	2350	N	 	 	 
1365	ORD_TYPC	Protective Custody Warrant Issued	2400	N	 	01	 
1366	ORD_TYPC	Protective Custody Warrant Recalled	2450	N	 	01	 
5876	ORD_TYPC	Released to Father	2500	N	 	01	 
5877	ORD_TYPC	Released to Mother	2550	N	 	01	 
1336	ORD_TYPC	Released to Parents	2600	Y	 	01	 
5878	ORD_TYPC	Released to Parents/Legal Guardians	2650	N	 	01	 
5881	ORD_TYPC	Return Home Ord. - Parents/Legal Guard.	2700	N	 	01	 
1349	ORD_TYPC	Return Home Ordered	2750	Y	 	01	 
5879	ORD_TYPC	Return Home Ordered - Father	2800	N	 	01	 
5880	ORD_TYPC	Return Home Ordered - Mother	2850	N	 	01	 
1361	ORD_TYPC	Terminate Dependency-Maintain Jurisdictn	2900	Y	 	 	 
6529	ORD_TYPC	Tribal Expert Witness Appointed	2950	N	 	01	 
1327	OTH_ID_C	Companion Case	0001	N	 	 	 
1328	OTH_ID_C	Criminal Investigation Index	0002	N	 	 	 
1329	OTH_ID_C	Family Preservation Case	0003	N	 	 	 
1330	OTH_ID_C	Juvenile Automated Index	0004	N	 	 	 
1331	OTH_ID_C	Medical Record	0005	N	 	 	 
1332	OTH_ID_C	Meds ID	0006	N	 	 	 
1333	OTH_ID_C	Previous Case	0007	N	 	 	 
1334	OTH_ID_C	Probation Case	0008	N	 	 	 
1335	OTH_ID_C	Regional Center	0009	N	 	 	 
6139	OTH_ID_C	Mental Health	0010	N	 	 	 
6274	OTH_ID_C	Pupil Identification Number	0011	N	 	 	 
6533	OTH_ST_C	Out of Country	0001	N	 	 	 
6476	PACKITMC	Birth Certificate	0001	N	 	 	 
6477	PACKITMC	Court Order	0002	N	 	 	 
6478	PACKITMC	Fingerprinting (if over 14)	0003	N	 	 	 
6479	PACKITMC	Medical Exam	0004	N	 	 	 
6480	PACKITMC	Passport Style Photo	0005	N	 	 	 
6481	PACKITMC	SIJS Application Form Completed	0006	N	 	 	 
1380	PAYEETPC	Child	0001	N	 	 	 
1381	PAYEETPC	CWS Staff Person	0002	N	 	 	 
1382	PAYEETPC	Other	0003	N	 	 	 
1383	PAYEETPC	Relative	0004	N	 	 	 
1384	PAYEETPC	Substitute Care Provider	0005	N	 	 	 
5430	PEFT_RNC	Child Ran away from Placement	0009	Y	 	05	 
5431	PEFT_RNC	Child Refused Services	0010	Y	 	06	 
5434	PEFT_RNC	Guardianship	0013	N	 	09	 
5611	PEFT_RNC	CWS Agency has Jurisdiction	0016	N	 	16	 
5428	PEFT_RNC	Child Abducted	0017	Y	 	03	 
5429	PEFT_RNC	Child in Med Fac (Dependency Susp/Dism)	0019	N	 	04	 
6309	PEFT_RNC	Child Adjudged 601/602	0028	N	 	18	 
5426	PEFT_RNC	Adoption Finalized	0030	N	 	01	 
5427	PEFT_RNC	Age of Majority	0031	N	 	02	 
5432	PEFT_RNC	Death of Child	0032	N	 	07	 
5433	PEFT_RNC	Emancipation	0033	N	 	08	 
5436	PEFT_RNC	Other non-CWS Agency has Jurisdiction	0034	N	 	11	 
5437	PEFT_RNC	Parent Rejects Voluntary (FR) Services	0035	N	 	12	 
5439	PEFT_RNC	Reunified with Parent/Guardian (Court)	0036	N	 	14	 
5440	PEFT_RNC	Reunified with Parent/Guardian (Non-Crt)	0037	N	 	15	 
5438	PEFT_RNC	Private Adoption Agency (Non-CWS)	0038	N	 	13	 
5435	PEFT_RNC	Other	0039	Y	 	10	 
5632	PEFT_RNC	Incarcerated	0040	N	 	17	 
6530	PEFT_RNC	Tribal Customary Adoption Finalized	0040	N	 	19	 
6803	PEFT_RNC	NMD Eligible for Reentry	0048	N	 	20	 
6804	PEFT_RNC	NRLG Eligible for Reentry	0049	N	 	21	 
6805	PEFT_RNC	NMD Age Limit Exit	0050	N	 	22	 
6806	PEFT_RNC	NRLG Age Limit Exit	0051	N	 	23	 
5508	PEN_TRMC	Chld Cmtd to State Hosp(Dpnd Susp/Dism)	0001	N	 	 	 
5511	PEN_TRMC	Child Ran Away from Placement	0002	Y	 	 	 
5509	PEN_TRMC	Child Dependent in Other State	0005	N	 	 	 
5510	PEN_TRMC	Emancipation	0006	N	 	 	 
6310	PEN_TRMC	Child Adjudged 601/602	0007	N	 	 	 
5512	PEN_TRMC	Child Refused Services	0008	Y	 	 	 
5513	PEN_TRMC	Child Released Home	0009	N	 	 	 
5514	PEN_TRMC	Other non-CWS Agency has Jurisdiction	0010	N	 	 	 
5515	PEN_TRMC	Death of Child	0011	N	 	 	 
5516	PEN_TRMC	Guardianship	0012	N	 	 	 
5517	PEN_TRMC	Other	0013	Y	 	 	 
5518	PEN_TRMC	Parent Rejects Voluntary (FR) Services	0014	N	 	 	 
5519	PEN_TRMC	Private Adoption Agency (non-CWS)	0015	N	 	 	 
5505	PEN_TRMC	Adoption Finalized	0016	N	 	 	 
5506	PEN_TRMC	Age of Majority	0017	N	 	 	 
5507	PEN_TRMC	Child Abducted	0018	Y	 	 	 
6531	PEN_TRMC	Tribal Customary Adoption Finalized	0019	N	 	 	 
6812	PEN_TRMC	NMD Eligible for Reentry	0025	N	 	 	 
6813	PEN_TRMC	NRLG Eligible for Reentry	0026	N	 	 	 
6814	PEN_TRMC	NMD Age Limit Exit	0027	N	 	 	 
6815	PEN_TRMC	NRLG Age Limit Exit	0028	N	 	 	 
1385	PERS_TPC	Certified Home (FFA)	0001	N	 	 	 
1386	PERS_TPC	Corporation Board Member	0002	N	 	 	 
1387	PERS_TPC	Employee	0003	N	 	 	 
1388	PERS_TPC	Facility Administrator	0004	N	 	 	 
1389	PERS_TPC	Licensee/Applicant	0005	N	 	 	 
1390	PERS_TPC	Nonclient Adult Resident	0006	N	 	 	 
1391	PERS_TPC	Partnership Member	0007	N	 	 	 
1392	PERS_TPC	Substitute Adult	0008	N	 	 	 
1393	PERS_TPC	Spouse of Licensee	0009	N	 	 	 
1394	PERS_TPC	Unknown	0010	N	 	 	 
1396	PETN_STC	Sustained	100	N	 	01	 
1397	PETN_STC	Dismissed	150	N	 	01	 
1398	PETN_STC	Never Filed	200	N	 	01	 
3070	PETN_STC	Superseded	250	N	 	01	 
1395	PETN_STC	Pending	50	N	 	01	 
1399	PETN_TPC	300 Original	0001	N	 	01	 
1400	PETN_TPC	342 Subsequent	0002	N	 	 	 
1401	PETN_TPC	387 Supplemental	0003	N	 	 	 
1402	PETN_TPC	388 Modification	0004	Y	 	 	 
6822	PH_ENDC	Address Change	0010	N	 	 	 
6823	PH_ENDC	Adoption Only	0020	N	 	 	 
6824	PH_ENDC	FFA Closure	0030	N	 	 	 
6825	PH_ENDC	No Longer Certified/Approved	0040	N	 	 	 
6826	PH_ENDC	Relative/NREFM No Eligible Child	0050	N	 	 	 
6827	PH_ENDC	SCP Changed FFA Agency	0060	N	 	 	 
6828	PH_ENDC	SCP Deceased	0070	N	 	 	 
6829	PH_ENDC	SCP Request	0080	N	 	 	 
6830	PH_ENDC	Other	0090	N	 	 	 
1403	PLC_ATHC	Child/Agency Agreement	0001	N	 	03	 
1404	PLC_ATHC	Guardian Non-Relative	0002	N	 	07	 
1405	PLC_ATHC	Out-Of-State ICPC	0003	N	 	08	 
1406	PLC_ATHC	Out-Of-Country	0004	N	 	11	 
1407	PLC_ATHC	Parent-Agency Agreement	0005	N	 	06	 
1408	PLC_ATHC	Relinquishment	0006	N	 	09	 
1409	PLC_ATHC	WIC 300 a, b, c, d, f, g, i or j	0007	N	 	01	 
1410	PLC_ATHC	WIC 300e	0008	N	 	02	 
1411	PLC_ATHC	WIC 300h	0009	N	 	10	 
1412	PLC_ATHC	WIC 601	0010	N	 	04	 
1413	PLC_ATHC	WIC 602	0011	N	 	05	 
6075	PLC_ATHC	Legal Authority Not Yet Determined	0012	N	 	12	 
6076	PLC_ATHC	Findings Never Made	0013	N	 	13	 
6135	PLC_ATHC	Guardian Relative Kin-GAP	0014	N	 	 	 
6536	PLC_ATHC	NMD - WIC 300	0015	N	 	15	 
6537	PLC_ATHC	NMD - WIC 450	0016	N	 	16	 
6538	PLC_ATHC	NMD - WIC 602	0017	N	 	17	 
6539	PLC_ATHC	Probate NRLG	0018	N	 	18	 
1414	PLC_FCLC	Foster Family Agency	430	N	 	15	 
2200	PLC_FCLC	Foster Family Agency Certified Home	432	N	 	16	 
1415	PLC_FCLC	Small Family Home	710	N	 	13	 
1416	PLC_FCLC	Foster Family Home	711	N	 	01	 
1417	PLC_FCLC	Group Home	730	N	 	05	 
1418	PLC_FCLC	County Shelter/Recving Home(Non EA/AFDC)	790	N	 	14	 
1419	PLC_FCLC	Court Specified Home	791	N	 	01	 
1420	PLC_FCLC	Medical Facility	792	Y	 	15	 
1421	PLC_FCLC	Relative/NREFM Home	793	N	 	02	 
1422	PLC_FCLC	Tribe Specified Home	795	N	 	01	 
5411	PLC_FCLC	Guardian Home	796	N	 	01	 
6716	PLC_FCLC	Supervised Independent Living Placement	800	N	 	20	 
5000	PLC_HLDR	Place Holder Value 1	0001	N	 	 	Place Holder value 1
6711	PLC_PRGC	Dual Agency Placement	0010	N	 	10	 
6712	PLC_PRGC	Intensive Treatment Foster Care	0020	N	 	20	 
6713	PLC_PRGC	Multidimensional Treatment Foster Care	0030	N	 	30	 
6714	PLC_PRGC	Whole Foster Family Home	0040	N	 	40	 
1423	PLCG_RNC	Reunified w/Parent/Grdian(Court)-Ends PE	0001	Y	 	01	 
1424	PLCG_RNC	Reunified w/Prnt/Grdian(Non-Crt)-Ends PE	0002	Y	 	02	 
1425	PLCG_RNC	Placed with Relative/NREFM	0003	N	 	03	 
1426	PLCG_RNC	Adoptv Placement w/ Relative-Ends PE	0004	Y	 	04	 
1427	PLCG_RNC	Adoptv Placement w/ Nonrelative-Ends PE	0005	Y	 	05	 
1428	PLCG_RNC	Adoptv Plcmnt w/ Frmr Fstr Fmily-Ends PE	0006	Y	 	06	 
1429	PLCG_RNC	Age of Majority or Emancipation-Ends PE	0007	Y	 	07	 
1430	PLCG_RNC	Death of Child-Ends PE	0008	Y	 	08	 
1431	PLCG_RNC	Child Ran Away from Placement	0009	N	 	09	 
1432	PLCG_RNC	Child Refused Services	0010	N	 	10	 
1433	PLCG_RNC	Intracounty Transfer-Ends PE	0011	Y	 	11	 
1434	PLCG_RNC	Intercounty Transfer	0012	N	 	12	 
5417	PLCG_RNC	Child's Behavior	0012	N	 	22	 
1435	PLCG_RNC	Placed with Guardian	0013	N	 	13	 
1436	PLCG_RNC	Incarcerated	0014	N	 	14	 
1437	PLCG_RNC	Committed to State Hospital	0015	N	 	15	 
1438	PLCG_RNC	AFDC Funds Terminated-Ends PE	0016	Y	 	16	 
1439	PLCG_RNC	Child Abducted	0017	N	 	17	 
1440	PLCG_RNC	Child Returned Home for Trial Visit	0018	N	 	18	 
1441	PLCG_RNC	Child in Medical Facility	0019	N	 	19	 
1442	PLCG_RNC	Other	0020	N	 	20	 
